,index,HR_Mean,HR_Median,HR_std,HR_Min,HR_Max,HR_AUC,Round,Phase,Individual,Puzzler,Frustrated,Cohort
49,104,76.2097602739726,75.47,3.7459168529856224,69.42,89.94,22171.405,round_4,phase1,9,1,2,D1_2
50,120,75.62666666666667,75.07,2.864189640867129,70.85,82.33,21932.160000000003,round_3,phase3,11,0,0,D1_2
51,31,82.17259375,84.275,6.052056969729473,69.45,89.08,26217.06,round_4,phase2,3,1,1,D1_1
52,12,70.08807432432432,70.06,2.474921126882164,66.03,75.17,20672.675,round_3,phase3,2,0,2,D1_1
53,27,83.5448,82.95,2.499542249450912,79.5,88.13,27067.16,round_2,phase3,3,1,4,D1_1
54,59,69.32238425925925,64.185,11.679892595989845,57.53,95.6,29878.585,round_1,phase1,5,0,5,D1_1
55,120,75.62666666666667,75.07,2.864189640867129,70.85,82.33,21932.160000000003,round_3,phase3,11,0,0,D1_2
56,49,70.60831683168317,69.73,5.529045233790237,63.0,79.7,21325.605,round_3,phase2,5,0,3,D1_1
57,140,59.7292808219178,56.32,5.790470708620955,54.93,72.33,17380.56,round_4,phase1,12,1,1,D1_2
58,71,77.25604118993135,76.25,5.750076196395535,67.08,88.2,33681.08,round_1,phase1,6,0,0,D1_1
59,112,75.8843686006826,78.32,6.236418670701237,63.77,84.12,22158.86,round_2,phase2,10,0,2,D1_2
60,125,78.21910652920963,77.42,2.675740675864248,75.62,85.35,22682.6,round_2,phase1,11,0,1,D1_2
61,8,73.89095975232198,74.37,3.479808305956117,67.48,80.85,23789.395,round_4,phase1,1,1,0,D1_1
62,159,66.97862542955326,55.97,21.440490670061784,54.67,121.58,19402.795,round_2,phase3,14,0,1,D1_2
63,120,75.62666666666667,75.07,2.864189640867129,70.85,82.33,21932.160000000003,round_3,phase3,11,0,0,D1_2
64,145,80.16660000000002,79.785,6.02452571913078,71.93,90.48,23967.55,round_3,phase2,13,1,1,D1_2
65,133,71.96878205128206,70.16,3.4918519474750305,66.43,77.57,22381.96,round_3,phase2,12,1,4,D1_2
66,164,57.83989726027397,54.13,6.796646913571338,52.97,74.14,16825.739999999998,round_4,phase1,14,0,0,D1_2
67,88,93.1071103896104,85.0,14.624399798730764,76.38,123.05,28592.0,round_2,phase2,8,0,3,D1_1
68,60,69.97936026936027,68.43,4.140237939716774,62.85,77.97,20706.095,round_3,phase3,6,0,5,D1_1
69,152,86.43198630136988,88.255,7.798156150015072,72.57,99.35,25147.785000000003,round_4,phase1,13,1,1,D1_2
70,67,79.00255813953487,77.9,5.434653233412584,71.05,88.0,23697.21,round_4,phase2,6,0,5,D1_1
71,6,77.25340067340068,77.75,3.204754842270092,72.43,82.9,22867.07,round_4,phase3,1,1,0,D1_1
72,21,78.53584775086506,70.18,15.509766324769757,68.4,113.78,22607.06,round_1,phase3,2,0,2,D1_1
73,64,83.98339869281045,83.535,2.028126863622961,80.82,94.28,25611.37,round_2,phase2,6,0,7,D1_1
74,118,75.67736292428198,76.32,2.241463758697368,69.55,78.77,28909.93,round_1,phase2,10,0,1,D1_2
75,45,76.73518207282913,76.13,4.486293706029105,62.23,85.08,27328.01,round_1,phase3,4,1,1,D1_1
76,102,74.4808445945946,74.185,3.080844639221772,69.98,81.85,21968.705,round_4,phase3,9,1,4,D1_2
77,121,90.6563455149502,88.77,7.506065720483766,81.22,104.88,27205.5,round_3,phase2,11,0,3,D1_2
78,8,73.89095975232198,74.37,3.479808305956117,67.48,80.85,23789.395,round_4,phase1,1,1,0,D1_1
79,48,64.58459459459459,62.535,7.107540553274758,57.32,88.32,19041.17,round_3,phase3,5,0,1,D1_1
80,72,77.64192052980133,75.59,5.779766024903916,72.83,93.5,23362.07,round_3,phase3,7,1,3,D1_1
81,58,77.25331343283582,72.48,12.768254611129878,63.3,104.98,25790.095,round_1,phase2,5,0,3,D1_1
82,134,69.15505119453925,65.45,9.96662106016674,61.65,101.96,20178.76,round_3,phase1,12,1,0,D1_2
83,31,82.17259375,84.275,6.052056969729473,69.45,89.08,26217.06,round_4,phase2,3,1,1,D1_1
84,3,78.91682242990655,77.88,4.0545949084335575,72.32,84.92,25258.905,round_2,phase3,1,1,1,D1_1
85,92,72.32075,71.97,3.4654240287531275,65.92,79.88,23073.535,round_4,phase1,8,0,2,D1_1
86,149,93.30194539249148,91.78,9.113927170147962,81.77,110.58,27248.57,round_2,phase1,13,1,1,D1_2
87,13,74.94602564102563,75.82,3.761098505381916,65.42,81.5,23305.9,round_3,phase2,2,0,4,D1_1
88,59,69.32238425925925,64.185,11.679892595989845,57.53,95.6,29878.585,round_1,phase1,5,0,5,D1_1
89,95,92.27958904109587,93.1,7.322805042027889,79.77,107.42,20128.905,round_1,phase1,8,0,2,D1_1
90,162,68.38962837837839,59.485,14.549459033466292,54.38,96.33,20174.03,round_4,phase3,14,0,4,D1_2
91,139,81.15109215017065,75.87,10.56850079609666,70.15,106.92,23705.22,round_4,phase2,12,1,8,D1_2
92,86,71.78996527777778,71.50999999999999,4.3404654207212126,66.22,84.52,20595.115,round_3,phase1,8,0,1,D1_1
93,10,74.22255255255256,75.5,4.74187158996253,63.92,80.85,24642.54,round_1,phase2,1,1,1,D1_1
94,99,75.35182130584191,75.42,1.7704321844347577,72.53,78.52,21850.22,round_2,phase3,9,1,1,D1_2
95,46,96.15934131736527,88.02,21.8803070271162,59.83,137.67,32040.635,round_1,phase2,4,1,2,D1_1
96,49,70.60831683168317,69.73,5.529045233790237,63.0,79.7,21325.605,round_3,phase2,5,0,3,D1_1
97,38,60.82979094076656,60.05,5.871509969911555,52.52,75.37,17394.11,round_3,phase1,4,1,2,D1_1
98,14,78.22567944250872,73.08,10.984611365993729,70.92,109.35,22364.18,round_3,phase1,2,0,1,D1_1
99,153,85.05220689655174,85.275,2.2675679299432887,80.28,88.23,24580.655,round_1,phase3,13,1,1,D1_2
100,88,93.1071103896104,85.0,14.624399798730764,76.38,123.05,28592.0,round_2,phase2,8,0,3,D1_1
101,58,77.25331343283582,72.48,12.768254611129878,63.3,104.98,25790.095,round_1,phase2,5,0,3,D1_1
102,79,86.77973333333333,85.68,7.668898439354421,75.5,103.07,25948.17,round_4,phase2,7,1,4,D1_1
103,52,75.1013768115942,75.07499999999999,6.437082211500859,62.03,88.35,31014.795,round_2,phase2,5,0,4,D1_1
104,84,71.88823728813558,71.58,3.889529501034951,64.25,82.95,21130.215,round_3,phase3,8,0,2,D1_1
105,128,75.76498281786942,72.5,9.898006987635943,58.45,98.18,21980.06,round_4,phase1,11,0,0,D1_2
106,112,75.8843686006826,78.32,6.236418670701237,63.77,84.12,22158.86,round_2,phase2,10,0,2,D1_2
107,14,78.22567944250872,73.08,10.984611365993729,70.92,109.35,22364.18,round_3,phase1,2,0,1,D1_1
108,155,81.73707482993197,81.07499999999999,3.5296337318581354,75.9,88.52,23946.15,round_1,phase1,13,1,1,D1_2
109,8,73.89095975232198,74.37,3.479808305956117,67.48,80.85,23789.395,round_4,phase1,1,1,0,D1_1
110,28,84.26931818181818,85.285,4.196937908431021,75.27,90.55,25869.805,round_2,phase2,3,1,1,D1_1
111,75,77.56958620689656,77.445,6.694663771361022,64.92,88.82,22417.85,round_2,phase3,7,1,5,D1_1
112,123,74.00363321799308,73.1,2.1236529105407715,71.88,78.67,21310.81,round_2,phase3,11,0,1,D1_2
113,68,82.78097859327218,74.33,16.11091268762806,69.28,116.88,26975.32,round_4,phase1,6,0,1,D1_1
114,159,66.97862542955326,55.97,21.440490670061784,54.67,121.58,19402.795,round_2,phase3,14,0,1,D1_2
115,57,77.86852367688023,75.08,13.853736373323006,58.95,109.47,27879.810000000005,round_1,phase3,5,0,1,D1_1
116,167,71.1338775510204,69.225,14.0693373637589,57.17,114.33,20820.32,round_1,phase1,14,0,0,D1_2
117,101,78.98031358885017,78.65,4.585720566944895,63.83,88.7,22596.095,round_2,phase1,9,1,1,D1_2
118,102,74.4808445945946,74.185,3.080844639221772,69.98,81.85,21968.705,round_4,phase3,9,1,4,D1_2
119,41,68.43320945945948,60.115,16.643294353960943,52.95,107.32,20185.13,round_2,phase1,4,1,2,D1_1
120,128,75.76498281786942,72.5,9.898006987635943,58.45,98.18,21980.06,round_4,phase1,11,0,0,D1_2
121,138,69.9870608108108,64.36,13.542039721048637,58.8,104.4,20642.79,round_4,phase3,12,1,1,D1_2
122,109,80.09056478405316,76.9,6.864976572911401,74.2,96.87,24024.065,round_3,phase2,10,0,1,D1_2
123,118,75.67736292428198,76.32,2.241463758697368,69.55,78.77,28909.93,round_1,phase2,10,0,1,D1_2
124,5,74.37206081081081,74.05,2.061858338116128,71.27,79.22,21940.505000000005,round_2,phase1,1,1,0,D1_1
125,98,73.79334470989761,74.47,2.423965053960752,64.61,76.22,21552.095,round_3,phase1,9,1,0,D1_2
126,64,83.98339869281045,83.535,2.028126863622961,80.82,94.28,25611.37,round_2,phase2,6,0,7,D1_1
127,97,90.6563455149502,88.77,7.506065720483766,81.22,104.88,27205.5,round_3,phase2,9,1,5,D1_2
128,70,79.59973760932944,79.57,6.2940609424539335,70.23,94.05,27220.57,round_1,phase2,6,0,5,D1_1
129,37,82.06292063492063,82.85,7.330524201808419,70.72,95.23,25763.095,round_3,phase2,4,1,3,D1_1
130,51,62.65810169491525,60.78,6.144262391024575,55.33,80.75,18415.61,round_2,phase3,5,0,4,D1_1
131,41,68.43320945945948,60.115,16.643294353960943,52.95,107.32,20185.13,round_2,phase1,4,1,2,D1_1
132,124,84.18632653061223,86.025,5.783986730666175,72.08,90.95,24671.86,round_2,phase2,11,0,2,D1_2
133,26,82.78135888501743,83.38,8.07725031322538,65.9,97.31,23667.92,round_3,phase1,3,1,3,D1_1
134,110,74.9592832764505,74.7,2.30015525792837,71.42,81.87,21885.08,round_3,phase1,10,0,0,D1_2
135,139,81.15109215017065,75.87,10.56850079609666,70.15,106.92,23705.22,round_4,phase2,12,1,8,D1_2
136,9,72.62548275862069,72.275,3.68753749962226,67.55,81.78,20985.99,round_1,phase3,1,1,2,D1_1
137,153,85.05220689655174,85.275,2.2675679299432887,80.28,88.23,24580.655,round_1,phase3,13,1,1,D1_2
138,124,84.18632653061223,86.025,5.783986730666175,72.08,90.95,24671.86,round_2,phase2,11,0,2,D1_2
139,12,70.08807432432432,70.06,2.474921126882164,66.03,75.17,20672.675,round_3,phase3,2,0,2,D1_1
140,38,60.82979094076656,60.05,5.871509969911555,52.52,75.37,17394.11,round_3,phase1,4,1,2,D1_1
141,131,77.71542955326461,77.97,4.9491790407012655,67.67,84.67,22537.120000000003,round_1,phase1,11,0,0,D1_2
142,82,81.14009174311927,80.03,6.6367641326540605,70.55,99.95,35299.46,round_1,phase2,7,1,3,D1_1
143,74,67.77526501766785,67.83,2.1867051991748085,63.33,73.42,19112.025,round_3,phase1,7,1,4,D1_1
144,3,78.91682242990655,77.88,4.0545949084335575,72.32,84.92,25258.905,round_2,phase3,1,1,1,D1_1
145,106,86.02110344827585,86.57499999999999,3.6802601866124274,79.12,91.65,24857.58,round_1,phase2,9,1,2,D1_2
146,52,75.1013768115942,75.07499999999999,6.437082211500859,62.03,88.35,31014.795,round_2,phase2,5,0,4,D1_1
147,166,70.83431972789116,70.44,2.3911599238411947,66.65,76.07,20753.005,round_1,phase2,14,0,4,D1_2
148,88,93.1071103896104,85.0,14.624399798730764,76.38,123.05,28592.0,round_2,phase2,8,0,3,D1_1
149,167,71.1338775510204,69.225,14.0693373637589,57.17,114.33,20820.32,round_1,phase1,14,0,0,D1_2
150,13,74.94602564102563,75.82,3.761098505381916,65.42,81.5,23305.9,round_3,phase2,2,0,4,D1_1
151,92,72.32075,71.97,3.4654240287531275,65.92,79.88,23073.535,round_4,phase1,8,0,2,D1_1
152,111,74.61767123287672,74.35,1.842864400161517,70.58,78.15,21713.165,round_2,phase3,10,0,0,D1_2
153,30,89.54554421768707,90.105,2.997615242670299,78.45,94.42,26242.005,round_4,phase3,3,1,4,D1_1
154,52,75.1013768115942,75.07499999999999,6.437082211500859,62.03,88.35,31014.795,round_2,phase2,5,0,4,D1_1
155,158,57.34146258503401,55.865,4.439402102491458,53.98,73.09,16793.184999999998,round_3,phase1,14,0,0,D1_2
156,134,69.15505119453925,65.45,9.96662106016674,61.65,101.96,20178.76,round_3,phase1,12,1,0,D1_2
157,85,74.59003311258277,77.555,5.276666211841741,62.98,79.6,22450.255,round_3,phase2,8,0,4,D1_1
158,158,57.34146258503401,55.865,4.439402102491458,53.98,73.09,16793.184999999998,round_3,phase1,14,0,0,D1_2
159,7,72.69990066225166,72.75,2.6926846247635647,66.25,77.12,21880.33,round_4,phase2,1,1,4,D1_1
160,10,74.22255255255256,75.5,4.74187158996253,63.92,80.85,24642.54,round_1,phase2,1,1,1,D1_1
161,50,69.9052249134948,72.05,4.725067169709448,59.43,75.38,20135.255,round_3,phase1,5,0,2,D1_1
162,95,92.27958904109587,93.1,7.322805042027889,79.77,107.42,20128.905,round_1,phase1,8,0,2,D1_1
163,122,73.79334470989761,74.47,2.423965053960752,64.61,76.22,21552.095,round_3,phase1,11,0,1,D1_2
164,148,92.55235494880544,94.05,13.055984283063736,70.02,113.17,27015.94,round_2,phase2,13,1,1,D1_2
165,64,83.98339869281045,83.535,2.028126863622961,80.82,94.28,25611.37,round_2,phase2,6,0,7,D1_1
166,27,83.5448,82.95,2.499542249450912,79.5,88.13,27067.16,round_2,phase3,3,1,4,D1_1
167,47,68.0904608294931,62.325,15.504658772996372,52.18,104.03,29483.045,round_1,phase1,4,1,2,D1_1
168,31,82.17259375,84.275,6.052056969729473,69.45,89.08,26217.06,round_4,phase2,3,1,1,D1_1
169,149,93.30194539249148,91.78,9.113927170147962,81.77,110.58,27248.57,round_2,phase1,13,1,1,D1_2
170,30,89.54554421768707,90.105,2.997615242670299,78.45,94.42,26242.005,round_4,phase3,3,1,4,D1_1
171,128,75.76498281786942,72.5,9.898006987635943,58.45,98.18,21980.06,round_4,phase1,11,0,0,D1_2
172,154,88.47687296416937,86.7,4.947903364661782,80.85,99.82,27076.185,round_1,phase2,13,1,1,D1_2
173,158,57.34146258503401,55.865,4.439402102491458,53.98,73.09,16793.184999999998,round_3,phase1,14,0,0,D1_2
174,129,76.17637931034483,76.555,2.290988135637708,71.82,83.02,22011.7,round_1,phase3,11,0,2,D1_2
175,70,79.59973760932944,79.57,6.2940609424539335,70.23,94.05,27220.57,round_1,phase2,6,0,5,D1_1
176,15,72.93326984126983,71.32,4.667086862663014,68.27,84.32,22897.795,round_2,phase3,2,0,2,D1_1
177,165,64.23729452054795,65.195,3.589241064363635,58.97,72.63,18691.065,round_1,phase3,14,0,1,D1_2
178,1,70.98109677419355,70.57,2.5178789984426624,67.12,78.22,21930.4,round_3,phase2,1,1,5,D1_1
179,7,72.69990066225166,72.75,2.6926846247635647,66.25,77.12,21880.33,round_4,phase2,1,1,4,D1_1
180,115,72.27681355932202,72.12,3.492905056028257,66.87,82.5,21244.5,round_4,phase2,10,0,5,D1_2
181,7,72.69990066225166,72.75,2.6926846247635647,66.25,77.12,21880.33,round_4,phase2,1,1,4,D1_1
182,126,73.15719594594594,73.28999999999999,1.5276874876034428,70.77,75.62,21580.835,round_4,phase3,11,0,1,D1_2
183,144,90.08712328767125,89.46000000000001,12.445941386178244,71.75,118.6,26206.215,round_3,phase3,13,1,1,D1_2
184,147,76.22363013698632,77.095,8.790646691287701,59.72,91.23,22184.0,round_2,phase3,13,1,1,D1_2
185,93,82.37838440111419,77.05,15.782362624406003,65.08,115.1,29498.915,round_1,phase3,8,0,2,D1_1
186,148,92.55235494880544,94.05,13.055984283063736,70.02,113.17,27015.94,round_2,phase2,13,1,1,D1_2
187,97,90.6563455149502,88.77,7.506065720483766,81.22,104.88,27205.5,round_3,phase2,9,1,5,D1_2
188,91,77.61632911392404,76.95,10.587385986983374,60.7,93.38,24454.49,round_4,phase2,8,0,3,D1_1
189,129,76.17637931034483,76.555,2.290988135637708,71.82,83.02,22011.7,round_1,phase3,11,0,2,D1_2
190,89,71.36171140939598,71.24000000000001,6.695892913547904,62.45,84.27,21190.035,round_2,phase1,8,0,2,D1_1
191,112,75.8843686006826,78.32,6.236418670701237,63.77,84.12,22158.86,round_2,phase2,10,0,2,D1_2
192,15,72.93326984126983,71.32,4.667086862663014,68.27,84.32,22897.795,round_2,phase3,2,0,2,D1_1
193,25,79.63875409836065,78.83,5.830838593699953,70.0,91.65,24199.705,round_3,phase2,3,1,4,D1_1
194,51,62.65810169491525,60.78,6.144262391024575,55.33,80.75,18415.61,round_2,phase3,5,0,4,D1_1
195,138,69.9870608108108,64.36,13.542039721048637,58.8,104.4,20642.79,round_4,phase3,12,1,1,D1_2
196,20,69.68678082191781,69.31,4.758353975547309,62.33,82.38,20272.6,round_4,phase1,2,0,1,D1_1
197,49,70.60831683168317,69.73,5.529045233790237,63.0,79.7,21325.605,round_3,phase2,5,0,3,D1_1
198,117,74.23425605536332,74.93,1.9579503748356617,70.6,76.85,21379.825,round_1,phase3,10,0,0,D1_2
199,63,75.22040677966102,75.07,4.595892706095332,67.17,95.6,22104.43,round_2,phase3,6,0,6,D1_1
200,29,85.68652027027026,86.50999999999999,2.8775795595641878,76.78,89.68,25284.370000000003,round_2,phase1,3,1,4,D1_1
201,73,79.01816129032257,77.665,4.533856046844992,74.25,89.82,24416.08,round_3,phase2,7,1,6,D1_1
202,164,57.83989726027397,54.13,6.796646913571338,52.97,74.14,16825.739999999998,round_4,phase1,14,0,0,D1_2
203,39,80.6641875,73.635,18.34808006225728,61.68,120.47,25746.69,round_2,phase3,4,1,4,D1_1
204,20,69.68678082191781,69.31,4.758353975547309,62.33,82.38,20272.6,round_4,phase1,2,0,1,D1_1
205,37,82.06292063492063,82.85,7.330524201808419,70.72,95.23,25763.095,round_3,phase2,4,1,3,D1_1
206,45,76.73518207282913,76.13,4.486293706029105,62.23,85.08,27328.01,round_1,phase3,4,1,1,D1_1
207,78,68.34938983050847,69.1,3.890979577870647,61.62,77.05,20090.94,round_4,phase3,7,1,2,D1_1
208,123,74.00363321799308,73.1,2.1236529105407715,71.88,78.67,21310.81,round_2,phase3,11,0,1,D1_2
209,159,66.97862542955326,55.97,21.440490670061784,54.67,121.58,19402.795,round_2,phase3,14,0,1,D1_2
210,159,66.97862542955326,55.97,21.440490670061784,54.67,121.58,19402.795,round_2,phase3,14,0,1,D1_2
211,25,79.63875409836065,78.83,5.830838593699953,70.0,91.65,24199.705,round_3,phase2,3,1,4,D1_1
212,103,83.7412925170068,85.21000000000001,4.214470160441807,72.88,87.48,24540.43,round_4,phase2,9,1,8,D1_2
213,59,69.32238425925925,64.185,11.679892595989845,57.53,95.6,29878.585,round_1,phase1,5,0,5,D1_1
214,137,70.86567010309278,71.2,1.9077693639340056,67.3,74.52,20553.145000000004,round_2,phase1,12,1,1,D1_2
215,63,75.22040677966102,75.07,4.595892706095332,67.17,95.6,22104.43,round_2,phase3,6,0,6,D1_1
216,117,74.23425605536332,74.93,1.9579503748356617,70.6,76.85,21379.825,round_1,phase3,10,0,0,D1_2
217,153,85.05220689655174,85.275,2.2675679299432887,80.28,88.23,24580.655,round_1,phase3,13,1,1,D1_2
218,14,78.22567944250872,73.08,10.984611365993729,70.92,109.35,22364.18,round_3,phase1,2,0,1,D1_1
219,115,72.27681355932202,72.12,3.492905056028257,66.87,82.5,21244.5,round_4,phase2,10,0,5,D1_2
220,165,64.23729452054795,65.195,3.589241064363635,58.97,72.63,18691.065,round_1,phase3,14,0,1,D1_2
221,6,77.25340067340068,77.75,3.204754842270092,72.43,82.9,22867.07,round_4,phase3,1,1,0,D1_1
222,117,74.23425605536332,74.93,1.9579503748356617,70.6,76.85,21379.825,round_1,phase3,10,0,0,D1_2
223,58,77.25331343283582,72.48,12.768254611129878,63.3,104.98,25790.095,round_1,phase2,5,0,3,D1_1
224,24,84.27319587628865,84.15,3.225657338961585,78.6,90.62,24440.160000000003,round_3,phase3,3,1,3,D1_1
225,1,70.98109677419355,70.57,2.5178789984426624,67.12,78.22,21930.4,round_3,phase2,1,1,5,D1_1
226,66,72.42087542087542,71.23,3.5282606025771224,68.47,81.92,21433.435,round_4,phase3,6,0,5,D1_1
227,144,90.08712328767125,89.46000000000001,12.445941386178244,71.75,118.6,26206.215,round_3,phase3,13,1,1,D1_2
228,22,77.07753709198812,69.77,16.91089639352975,60.23,114.48,25902.395,round_1,phase2,2,0,4,D1_1
229,91,77.61632911392404,76.95,10.587385986983374,60.7,93.38,24454.49,round_4,phase2,8,0,3,D1_1
230,82,81.14009174311927,80.03,6.6367641326540605,70.55,99.95,35299.46,round_1,phase2,7,1,3,D1_1
231,17,72.12679054054054,71.285,4.083333571272753,67.95,84.47,21272.105,round_2,phase1,2,0,1,D1_1
232,0,77.96518644067797,78.0,3.3452903053436787,73.23,83.37,22924.945,round_3,phase3,1,1,1,D1_1
233,6,77.25340067340068,77.75,3.204754842270092,72.43,82.9,22867.07,round_4,phase3,1,1,0,D1_1
234,139,81.15109215017065,75.87,10.56850079609666,70.15,106.92,23705.22,round_4,phase2,12,1,8,D1_2
235,41,68.43320945945948,60.115,16.643294353960943,52.95,107.32,20185.13,round_2,phase1,4,1,2,D1_1
236,61,80.48216129032258,81.48,3.320919401264373,74.5,85.8,24870.21,round_3,phase2,6,0,2,D1_1
237,0,77.96518644067797,78.0,3.3452903053436787,73.23,83.37,22924.945,round_3,phase3,1,1,1,D1_1
238,62,81.9595486111111,79.74000000000001,7.277546069866027,71.2,98.23,23526.11,round_3,phase1,6,0,2,D1_1
239,66,72.42087542087542,71.23,3.5282606025771224,68.47,81.92,21433.435,round_4,phase3,6,0,5,D1_1
240,65,80.36322033898304,79.68,4.051832725777331,74.73,88.05,23625.475,round_2,phase1,6,0,1,D1_1
241,83,76.8750925925926,77.49000000000001,3.096853440153434,67.53,81.4,24834.8,round_1,phase1,7,1,2,D1_1
242,99,75.35182130584191,75.42,1.7704321844347577,72.53,78.52,21850.22,round_2,phase3,9,1,1,D1_2
243,164,57.83989726027397,54.13,6.796646913571338,52.97,74.14,16825.739999999998,round_4,phase1,14,0,0,D1_2
244,18,68.41869127516779,68.12,1.218890301736678,66.37,71.7,20318.61,round_4,phase3,2,0,0,D1_1
245,55,70.24872909698996,69.65,5.348877670980798,61.93,79.77,20929.695,round_4,phase2,5,0,4,D1_1
246,95,92.27958904109587,93.1,7.322805042027889,79.77,107.42,20128.905,round_1,phase1,8,0,2,D1_1
247,48,64.58459459459459,62.535,7.107540553274758,57.32,88.32,19041.17,round_3,phase3,5,0,1,D1_1
248,108,72.82683501683502,72.72,1.3434375342751923,70.18,75.53,21556.115,round_3,phase3,10,0,0,D1_2
249,51,62.65810169491525,60.78,6.144262391024575,55.33,80.75,18415.61,round_2,phase3,5,0,4,D1_1
250,86,71.78996527777778,71.50999999999999,4.3404654207212126,66.22,84.52,20595.115,round_3,phase1,8,0,1,D1_1
251,102,74.4808445945946,74.185,3.080844639221772,69.98,81.85,21968.705,round_4,phase3,9,1,4,D1_2
252,73,79.01816129032257,77.665,4.533856046844992,74.25,89.82,24416.08,round_3,phase2,7,1,6,D1_1
253,37,82.06292063492063,82.85,7.330524201808419,70.72,95.23,25763.095,round_3,phase2,4,1,3,D1_1
254,133,71.96878205128206,70.16,3.4918519474750305,66.43,77.57,22381.96,round_3,phase2,12,1,4,D1_2
255,155,81.73707482993197,81.07499999999999,3.5296337318581354,75.9,88.52,23946.15,round_1,phase1,13,1,1,D1_2
256,78,68.34938983050847,69.1,3.890979577870647,61.62,77.05,20090.94,round_4,phase3,7,1,2,D1_1
257,102,74.4808445945946,74.185,3.080844639221772,69.98,81.85,21968.705,round_4,phase3,9,1,4,D1_2
258,75,77.56958620689656,77.445,6.694663771361022,64.92,88.82,22417.85,round_2,phase3,7,1,5,D1_1
259,95,92.27958904109587,93.1,7.322805042027889,79.77,107.42,20128.905,round_1,phase1,8,0,2,D1_1
260,10,74.22255255255256,75.5,4.74187158996253,63.92,80.85,24642.54,round_1,phase2,1,1,1,D1_1
261,69,74.53350574712644,75.92500000000001,6.021685050245261,62.93,82.57,25869.85,round_1,phase3,6,0,2,D1_1
262,95,92.27958904109587,93.1,7.322805042027889,79.77,107.42,20128.905,round_1,phase1,8,0,2,D1_1
263,89,71.36171140939598,71.24000000000001,6.695892913547904,62.45,84.27,21190.035,round_2,phase1,8,0,2,D1_1
264,1,70.98109677419355,70.57,2.5178789984426624,67.12,78.22,21930.4,round_3,phase2,1,1,5,D1_1
265,24,84.27319587628865,84.15,3.225657338961585,78.6,90.62,24440.160000000003,round_3,phase3,3,1,3,D1_1
266,0,77.96518644067797,78.0,3.3452903053436787,73.23,83.37,22924.945,round_3,phase3,1,1,1,D1_1
267,90,70.3712837837838,69.285,4.295085055554547,66.33,82.82,20755.02,round_4,phase3,8,0,1,D1_1
268,118,75.67736292428198,76.32,2.241463758697368,69.55,78.77,28909.93,round_1,phase2,10,0,1,D1_2
269,64,83.98339869281045,83.535,2.028126863622961,80.82,94.28,25611.37,round_2,phase2,6,0,7,D1_1
270,11,77.78071100917431,77.93,1.494557236235624,73.43,80.37,33834.619999999995,round_1,phase1,1,1,0,D1_1
271,122,73.79334470989761,74.47,2.423965053960752,64.61,76.22,21552.095,round_3,phase1,11,0,1,D1_2
272,47,68.0904608294931,62.325,15.504658772996372,52.18,104.03,29483.045,round_1,phase1,4,1,2,D1_1
273,158,57.34146258503401,55.865,4.439402102491458,53.98,73.09,16793.184999999998,round_3,phase1,14,0,0,D1_2
274,110,74.9592832764505,74.7,2.30015525792837,71.42,81.87,21885.08,round_3,phase1,10,0,0,D1_2
275,129,76.17637931034483,76.555,2.290988135637708,71.82,83.02,22011.7,round_1,phase3,11,0,2,D1_2
276,144,90.08712328767125,89.46000000000001,12.445941386178244,71.75,118.6,26206.215,round_3,phase3,13,1,1,D1_2
277,63,75.22040677966102,75.07,4.595892706095332,67.17,95.6,22104.43,round_2,phase3,6,0,6,D1_1
278,22,77.07753709198812,69.77,16.91089639352975,60.23,114.48,25902.395,round_1,phase2,2,0,4,D1_1
279,143,72.8437074829932,71.99000000000001,2.4014796767183464,68.98,76.75,21342.575,round_1,phase1,12,1,0,D1_2
280,123,74.00363321799308,73.1,2.1236529105407715,71.88,78.67,21310.81,round_2,phase3,11,0,1,D1_2
281,33,85.93013888888889,85.33,2.3605523721255386,82.08,92.23,30849.085,round_1,phase3,3,1,3,D1_1
282,136,73.75136054421768,70.975,8.979535713155242,62.38,90.47,21609.2,round_2,phase2,12,1,5,D1_2
283,144,90.08712328767125,89.46000000000001,12.445941386178244,71.75,118.6,26206.215,round_3,phase3,13,1,1,D1_2
284,32,83.66142405063292,83.07499999999999,3.334019767024754,78.33,93.55,26349.56,round_4,phase1,3,1,3,D1_1
285,23,69.15513698630136,68.34,2.532758349178557,64.75,75.32,30221.11,round_1,phase1,2,0,1,D1_1
286,107,89.5339455782313,86.475,6.645188981339113,82.68,104.4,26234.48,round_1,phase1,9,1,0,D1_2
287,153,85.05220689655174,85.275,2.2675679299432887,80.28,88.23,24580.655,round_1,phase3,13,1,1,D1_2
288,75,77.56958620689656,77.445,6.694663771361022,64.92,88.82,22417.85,round_2,phase3,7,1,5,D1_1
289,137,70.86567010309278,71.2,1.9077693639340056,67.3,74.52,20553.145000000004,round_2,phase1,12,1,1,D1_2
290,77,73.62045871559633,74.235,1.8043781293763272,69.63,77.2,15975.45,round_2,phase1,7,1,2,D1_1
291,98,73.79334470989761,74.47,2.423965053960752,64.61,76.22,21552.095,round_3,phase1,9,1,0,D1_2
292,56,62.86145762711863,60.0,7.375793113867321,55.53,77.37,18477.435,round_4,phase1,5,0,0,D1_1
293,1,70.98109677419355,70.57,2.5178789984426624,67.12,78.22,21930.4,round_3,phase2,1,1,5,D1_1
